host,host count, client count, distinct client count
140.109.29.73:5438, 4, 4, 1, 
furlonglab, 3, 3, 1, 
40.68.162.224:9191, 1, 1, 1, 
dh135.hitchcock.org, 3, 3, 1, 
www.int-cowpea.org:82, 4, 4, 2, 
127.0.0.1:56957, 2, 2, 1, 
140.226.49.244, 16, 16, 1, 
192.168.31.212, 6, 6, 1, 
p00201i:8443, 1, 1, 1, 
bioinformatics.psc.ac.cn, 1, 1, 1, 
desa.dreamgenics.com:9191, 5, 5, 1, 
bosvleermuis:8080, 4, 4, 1, 
161.202.154.114:8443, 7, 7, 1, 
66.11.115.104, 25, 25, 2, 
10.88.5.171, 3, 3, 2, 
p00201.genebay.co.jp:8443, 118, 118, 2, 
secure.genomenext.net, 138, 138, 29, 
gkcsuja.solgenomics.net, 1, 1, 1, 
192.168.123.68:81, 29, 29, 7, 
ngspipelines-sigenae.toulouse.inra.fr:9050, 8, 8, 1, 
192.168.5.105, 137, 137, 8, 
genomebrowser.ibers.aber.ac.uk, 71, 71, 6, 
www.cpib.ac.uk, 1, 1, 1, 
m.solgenomics.net, 1, 1, 1, 
172.16.130.211, 2, 2, 1, 
192.168.11.12:8000, 1, 1, 1, 
localhost:7045, 3, 3, 1, 
192.168.11.12:3000, 16, 16, 1, 
sohi.ecology.kyoto-u.ac.jp, 8, 8, 4, 
111.198.139.96:17436, 149, 149, 10, 
wwwtst.cassavagenome.org, 1, 1, 1, 
genomicsal.es, 71, 71, 8, 
peanutbase.agron.iastate.edu, 7, 7, 5, 
findfusions.org, 2, 2, 1, 
www.findfusions.com, 20, 20, 3, 
10.4.19.128, 42, 42, 1, 
combattb.sanbi.ac.za:8080, 136, 136, 7, 
bbip.genouest.org, 30, 30, 9, 
www.findfusions.org, 7, 7, 1, 
192.168.20.47, 7, 7, 1, 
192.168.20.33, 35, 35, 1, 
genomesdev.stowers.org, 340, 340, 2, 
127.0.0.1:9292, 309, 309, 1, 
10.30.100.200:40008, 11, 11, 2, 
10.226.65.242, 78, 78, 19, 
10.11.4.81, 106, 106, 3, 
10.9.5.14:8080, 80, 80, 3, 
10.60.64.236, 34, 34, 1, 
dna-marker.biocenter.helsinki.fi:8085, 6, 6, 3, 
srv-rz-vm-1.ethz.ch, 218, 218, 24, 
www.scnbase.org, 237, 237, 17, 
54.201.156.29, 394, 394, 46, 
172.16.0.173:8085, 12, 12, 3, 
smdweb.yokohama-cu.ac.jp, 55, 55, 3, 
dna-marker.biocenter.helsinki.fi, 1963, 1963, 164, 
hanamdg.sial.com, 1, 1, 1, 
localhost:8098, 188, 188, 10, 
78.34.13.92:6143, 59, 59, 3, 
10.10.20.57, 46, 46, 1, 
ec2-54-163-189-41.compute-1.amazonaws.com, 67, 67, 7, 
163.212.177.88, 1, 1, 1, 
192.168.10.13:8000, 20, 20, 7, 
atpbsmd.yokohama-cu.ac.jp, 24, 24, 10, 
hanamdg.sial.com:8080, 721, 721, 4, 
10.200.215.116, 1, 1, 1, 
10.188.181.100, 12, 12, 2, 
jbrowse.cgb.indiana.edu, 457, 457, 100, 
54.172.49.52:8080, 1, 1, 1, 
54.147.235.58, 1, 1, 1, 
ec2-54-225-0-173.compute-1.amazonaws.com, 2, 2, 1, 
genomesdev.stowers.org:8080, 65, 65, 2, 
deepbiomining.com, 7, 7, 1, 
corallimorpharia.reefgenomics.org, 2, 2, 1, 
www.deepbiomining.com, 1, 1, 1, 
222.29.101.251, 55, 55, 2, 
www.ftp.solgenomics.net, 2, 2, 1, 
ec2-54-197-153-183.compute-1.amazonaws.com, 5, 5, 1, 
10.125.140.79, 2, 2, 1, 
192.168.1.71:8888, 1, 1, 1, 
54.197.153.183, 21, 21, 3, 
35.164.218.13:8080, 1, 1, 1, 
ceres.snu.ac.kr:9993, 468, 468, 6, 
10.24.22.46, 47, 47, 1, 
52.67.207.203, 2, 2, 1, 
54.205.15.108, 24, 24, 3, 
54.211.223.86, 23, 23, 3, 
54.205.2.61, 3, 3, 1, 
54.159.229.184, 5, 5, 1, 
54.85.174.180, 5, 5, 1, 
localhost:8890, 81, 81, 8, 
hardwoodgenomics.org:8080, 3, 3, 2, 
138.68.141.210:13080, 5, 5, 3, 
160.36.205.61:8080, 71, 71, 2, 
192.168.50.160, 2, 2, 1, 
210.72.92.112, 4, 4, 2, 
ibeetle-base.uni-goettingen.de, 128, 128, 11, 
210.72.92.108, 166, 166, 3, 
dev.orygenesdb.cirad.fr, 4, 4, 1, 
g-ka-scitech-bioinformatics-01.net.deakin.edu.au, 3, 3, 1, 
10.2.40.206, 9, 9, 1, 
123.136.65.4:8080, 8, 8, 1, 
192.168.100.195, 1, 1, 1, 
genolab.inp-toulouse.fr, 3, 3, 1, 
gbrowse.bioinf.be, 1, 1, 1, 
phytozome-dev.jgi.doe.gov, 1067, 1067, 25, 
202.195.250.111, 28, 28, 3, 
172.20.20.236:8080, 106, 106, 3, 
cas-ie2-apollo.uoregon.edu:8080, 3, 3, 3, 
150.254.120.191, 41, 41, 4, 
192.168.8.100, 6, 6, 1, 
158.109.126.93:9003, 12, 12, 1, 
192.168.50.192, 5, 5, 1, 
localhost:1338, 1, 1, 1, 
cas-ie2-apollo.uoregon.edu, 607, 607, 34, 
59.79.255.6, 1, 1, 1, 
172.18.0.110, 6, 6, 1, 
localhost:8084, 13, 13, 3, 
172.26.32.220, 1, 1, 1, 
134.192.156.202, 4, 4, 2, 
dbsecsys, 16, 16, 1, 
pevzner.bioinformatics.nl:8007, 34, 34, 2, 
35.165.250.216, 6, 6, 1, 
133.26.84.102, 1, 1, 1, 
192.168.50.14:1336, 54, 54, 2, 
p00701:8080, 65, 65, 1, 
172.20.20.16:2228, 8, 8, 2, 
172.16.103.124, 14, 14, 1, 
192.168.20.76, 1, 1, 1, 
192.168.56.214, 4, 4, 1, 
10.10.20.130, 10, 10, 2, 
jasontdean.com, 4, 4, 2, 
p00701:8443, 14, 14, 1, 
p00701.genebay.co.jp:8443, 87, 87, 3, 
web3.genome.med.kyoto-u.ac.jp, 1, 1, 1, 
tetrahymena.jcvi.org, 33, 33, 4, 
54.161.90.5, 1, 1, 1, 
54.166.180.238, 5, 5, 1, 
bw.scottcain.net, 221, 221, 40, 
10.37.0.250, 7, 7, 2, 
96.88.208.107, 6, 6, 1, 
brcwebportal.cos.ncsu.edu, 59, 59, 8, 
iis.genomenext.net, 4, 4, 2, 
bis.zju.edu.cn, 93, 93, 18, 
openlooper.hgc.jp, 70, 70, 4, 
horsegram.kazusa.or.jp, 36, 36, 1, 
uofm.peanutbase.com, 1, 1, 1, 
115.145.203.19:8080, 217, 217, 4, 
ec2-54-91-228-246.compute-1.amazonaws.com, 56, 56, 5, 
192.168.52.128, 62, 62, 2, 
dev.wormbase.org:9020, 2, 2, 1, 
116.6.107.41, 11, 11, 1, 
peanutbase.com, 2, 2, 2, 
183.3.136.110:81, 2, 2, 1, 
backend.clingon-mds.com, 35, 35, 5, 
genomebrowser.uams.edu, 23, 23, 4, 
10.172.59.148, 5, 5, 1, 
ec2-52-201-237-72.compute-1.amazonaws.com, 1, 1, 1, 
65.254.111.55:8080, 2, 2, 1, 
vm188031-genetik.hosting.uni-hannover.de, 34, 34, 11, 
210.110.86.160, 17, 17, 1, 
210.212.254.116, 23, 23, 2, 
swissregulon.unibas.ch, 100, 100, 1, 
211.69.207.248, 1, 1, 1, 
ankin.info:8080, 3, 3, 1, 
35.8.120.44, 2, 2, 1, 
aphrodite:8080, 51, 51, 5, 
10.1.10.35:8080, 2, 2, 1, 
192.168.171.37, 24, 24, 1, 
mrkworks.sakura.ne.jp, 5, 5, 1, 
160.36.205.61:8095, 92, 92, 3, 
tpla.psc.ac.cn:5000, 48, 48, 3, 
aphrodite:8081, 2, 2, 1, 
192.168.10.130, 6, 6, 1, 
10.96.116.79:8081, 6, 6, 1, 
gunpowder:9101, 81, 81, 2, 
swissregulon.bc2.unibas.ch, 231, 231, 3, 
127.0.0.1:5438, 3, 3, 1, 
140.109.29.91:5438, 13, 13, 2, 
fcgr.memphis.edu, 2, 2, 1, 
mediadb.peanutbase.com, 2, 2, 2, 
35.167.92.210, 1, 1, 1, 
pddngs-dev-03.biotech.cdc.gov, 15, 15, 1, 
zflnc.org, 1, 1, 1, 
localhost:10000, 37, 37, 1, 
gmod.github.io, 49, 49, 7, 
192.168.1.114, 3, 3, 1, 
192.168.1.220:3001, 8, 8, 1, 
172.20.20.246:8080, 39, 39, 2, 
wheat.pw.usda.gov, 23, 23, 4, 
172.16.0.101:8080, 30, 30, 2, 
lis-stage.usda.iastate.edu, 4, 4, 1, 
mbmordr646278.agr.gc.ca, 32, 32, 1, 
10.8.10.62, 2, 2, 1, 
192.168.11.11:8008, 5, 5, 1, 
ngspipelines2.toulouse.inra.fr:9014, 2, 2, 1, 
gunpowder.ebi.ac.uk:9101, 3, 3, 2, 
yang:8890, 63, 63, 1, 
jbrowse.crop-diversity.org, 16, 16, 6, 
10.200.131.21, 3, 3, 1, 
172.16.66.143, 12, 12, 1, 
lvs-archer01, 8, 8, 2, 
10.91.253.31, 1, 1, 1, 
galaxy.dna.affrc.go.jp, 13, 13, 2, 
ves-hx-61:8037, 6, 6, 1, 
test.parasite.wormbase.org, 182, 182, 9, 
192.168.1.220:3004, 5, 5, 1, 
172.16.10.98:8080, 26, 26, 5, 
jbrowse-dev.lisanwanglab.org, 87, 87, 6, 
jbrowse-poc.awsv.l.synthgeno.global, 327, 327, 4, 
192.168.1.220:3006, 1, 1, 1, 
www.canfei.com, 1, 1, 1, 
172.20.20.14:2224, 2, 2, 1, 
csc-ubuntu.biocenter.helsinki.fi, 20, 20, 3, 
hoekstrapero.rc.fas.harvard.edu, 55, 55, 10, 
132.187.22.105, 2, 2, 1, 
192.168.158.128, 8, 8, 1, 
54.40.223.116:8080, 21, 21, 4, 
54.211.105.212, 1, 1, 1, 
ngspipelines2.toulouse.inra.fr:9011, 2, 2, 2, 
analysis.eacc.ds.quintiles.com, 1, 1, 1, 
54.40.223.253:8080, 72, 72, 10, 
219.245.196.150, 88, 88, 8, 
192.168.1.88, 5, 5, 1, 
optiplex.cornut.org:8989, 2, 2, 1, 
optiplex.cornut.org:9997, 5, 5, 1, 
172.16.0.81, 3, 3, 1, 
129.194.96.229:9997, 2, 2, 1, 
fernbase-webapollo.sgn.cornell.edu, 92, 92, 9, 
172.16.29.128, 3, 3, 1, 
172.16.2.205:8080, 14, 14, 1, 
10.59.21.27, 72, 72, 2, 
10.42.0.5:8081, 89, 89, 2, 
bbv-ea2106.sciences.univ-tours.fr, 44, 44, 1, 
findfusions.com, 6, 6, 2, 
202.120.41.217, 25, 25, 4, 
35.156.71.67, 52, 52, 16, 
35.156.155.113, 52, 52, 16, 
35.157.21.46, 89, 89, 23, 
35.157.41.136, 53, 53, 13, 
35.157.6.146, 63, 63, 16, 
35.157.25.43, 56, 56, 16, 
115.146.95.223, 3, 3, 1, 
www.syntheticyeastresource.com:13080, 33, 33, 7, 
7da2dd49.ngrok.io, 1, 1, 1, 
phytozome-pag.jgi.doe.gov, 74, 74, 10, 
192.168.12.160, 33, 33, 2, 
192.168.20.77, 36, 36, 1, 
192.168.20.100, 35, 35, 1, 
10.10.70.77, 36, 36, 2, 
88.99.100.76, 6, 6, 1, 
169.237.215.34, 8, 8, 1, 
192.168.2.10, 16, 16, 1, 
t.solgenomics.net, 2, 2, 1, 
medicago.toulouse.inra.fr, 2, 2, 1, 
norstar.usask.ca, 92, 92, 6, 
syntheticyeastresource.com:13080, 15, 15, 4, 
www.spinachbase.org, 65, 65, 5, 
192.168.100.252, 72, 72, 1, 
141.219.243.186:8888, 1, 1, 1, 
10.84.2.157, 45, 45, 2, 
128.104.238.177, 232, 232, 2, 
192.168.20.150, 93, 93, 1, 
www.epigenome.me, 1, 1, 1, 
172.28.1.113:8000, 280, 280, 2, 
localhost:3080, 142, 142, 3, 
cancer.sanger.ac.uk., 2, 2, 1, 
192.168.1.72, 11, 11, 1, 
192.168.100.146, 2, 2, 2, 
192.168.1.185:8080, 1, 1, 1, 
ec2-54-237-201-240.compute-1.amazonaws.com, 2, 2, 1, 
172.21.198.122, 28, 28, 1, 
openstack-192-168-101-219.genouest.org, 50, 50, 2, 
10.113.72.170, 179, 179, 1, 
10.200.55.19, 1, 1, 1, 
ag-pbg-tcapbkpag.ag.cornell.edu, 5, 5, 1, 
aphrodite:3000, 4, 4, 1, 
192.168.20.90, 12, 12, 1, 
133.28.110.70, 8, 8, 1, 
novow-centr-h04mljs17uhf-pip.centralus.cloudapp.azure.com, 6, 6, 3, 
ssl.biomax.de, 220, 220, 12, 
10.4.1.101, 5, 5, 2, 
watson.plantphys.umu.se:9000, 17, 17, 4, 
c66f2fd2.ngrok.io, 2, 2, 1, 
ac128faa.ngrok.io, 8, 8, 2, 
133.28.110.100:8099, 108, 108, 2, 
124.127.201.25, 3, 3, 2, 
10.105.164.140, 30, 30, 2, 
mandolin.caltech.edu:8080, 46, 46, 3, 
kaiko.nig.ac.jp, 12, 12, 1, 
work.dev, 11, 11, 1, 
localhost:2002, 1, 1, 1, 
ac7faf23.ngrok.io, 2, 2, 1, 
52.234.64.97, 1, 1, 1, 
localhost:8099, 19, 19, 3, 
blossom.ffr.mtu.edu, 1, 1, 1, 
141.14.220.36:8080, 18, 18, 1, 
jun-thinkcentre-0001:8080, 28, 28, 1, 
nemours.analysis.archerdx.com, 3, 3, 2, 
pocelanco-ri:8080, 21, 21, 1, 
agrfulljbrowse.s3-website-us-east-1.amazonaws.com, 24, 24, 3, 
s7.bi.noble.org:8080, 2, 2, 1, 
10.200.55.37, 3, 3, 1, 
aphrodite:3001, 2, 2, 1, 
localhost:10090, 60, 60, 3, 
aphrodite.zi.columbia.edu:3001, 1, 1, 1, 
172.20.20.246, 1, 1, 1, 
devapollo.babs.unsw.edu.au, 7, 7, 1, 
chlamy-organelles.ibpc.fr, 97, 97, 4, 
localhost:18080, 15, 15, 2, 
52.30.124.191, 105, 105, 3, 
wenglabserver.wi.mit.edu, 1, 1, 1, 
aphrodite.zi.columbia.edu:3000, 5, 5, 1, 
128.59.246.147:8080, 5, 5, 2, 
54.40.223.140:8080, 1, 1, 1, 
131.220.75.131:8090, 1, 1, 1, 
54.40.223.148:8080, 206, 206, 11, 
ec2-13-55-146-46.ap-southeast-2.compute.amazonaws.com, 1, 1, 1, 
public.dobzhanskycenter.ru, 40, 40, 10, 
game-1.genome.edu.au, 6, 6, 5, 
88.99.100.117, 3, 3, 1, 
141.244.133.174:8800, 19, 19, 1, 
genseq-h0.science.uva.nl, 125, 125, 13, 
128.231.83.74:8080, 19, 19, 1, 
192.168.20.85, 102, 102, 2, 
158.108.145.86, 1, 1, 1, 
picea.plantphys.umu.se:9000, 18, 18, 3, 
192.168.20.22, 1, 1, 1, 
192.168.20.71, 1, 1, 1, 
phytozome-staging.jgi.doe.gov, 3, 3, 2, 
52.32.150.252, 2, 2, 1, 
jbrowse01.aws-usw1.dev.sgi.bio, 5, 5, 1, 
127.0.0.1:9000, 1, 1, 1, 
35.163.217.217:8080, 11, 11, 1, 
35.164.56.95, 1, 1, 1, 
35.163.217.217, 7, 7, 1, 
hardwoodgenomics.us:8080, 7, 7, 1, 
watson.plantphys.umu.se:17002, 29, 29, 3, 
blog.peanutbase.com, 1, 1, 1, 
feline.pw.usda.gov, 17, 17, 1, 
202.116.90.36, 3, 3, 1, 
172.24.105.32, 106, 106, 1, 
134.158.151.28, 1, 1, 1, 
bioinf.yzu.edu.cn:8080, 5, 5, 3, 
dc.calsnet.cornell.edu, 10, 10, 5, 
10.235.49.234, 9, 9, 1, 
osono.hci.utah.edu, 2, 2, 1, 
test.ibinom.com:8084, 27, 27, 9, 
54.166.140.4, 120, 120, 17, 
192.168.122.198, 2, 2, 1, 
analysis23.bxgenomics.com, 11, 11, 2, 
134.121.88.135, 5, 5, 1, 
galway.ibg.kfa-juelich.de, 1, 1, 1, 
opathy.uv.es, 129, 129, 1, 
134.158.151.28:8080, 9, 9, 1, 
apollo.sgn.cornell.edu, 338, 338, 9, 
10.17.16.24, 1, 1, 1, 
115.156.162.250, 2, 2, 1, 
192.168.178.38, 63, 63, 1, 
192.168.100.196, 9, 9, 1, 
192.168.1.120:8080, 2, 2, 1, 
172.17.0.22, 35, 35, 2, 
10.26.26.139, 1, 1, 1, 
lonzadev.bxgenomics.com, 1, 1, 1, 
sjcbioint.driscolls.com:82, 2, 2, 1, 
jbrowse-dev, 78, 78, 1, 
jbrowse.localhost, 32, 32, 1, 
3dproteome.swan.ac.uk, 583, 583, 6, 
localhost:9020, 2, 2, 1, 
136.159.155.139, 3, 3, 2, 
data.koalagenome.org:8086, 1, 1, 1, 
data.koalagenome.org:8080, 3, 3, 1, 
133.48.62.144:8000, 7, 7, 2, 
192.168.2.13, 10, 10, 1, 
192.168.10.105, 15, 15, 1, 
10.54.162.127, 5, 5, 1, 
172.20.20.235:8080, 15, 15, 2, 
133.28.110.100:8199, 2, 2, 1, 
133.28.110.100:8299, 4, 4, 1, 
watson.plantphys.umu.se:17003, 3, 3, 2, 
133.28.110.100:8399, 29, 29, 1, 
172.16.0.173:8089, 1, 1, 1, 
www.hardwoodgenomics.us:8080, 1, 1, 1, 
genomesdev:8080, 1, 1, 1, 
peanutbase-dev.usda.iastate.edu, 2, 2, 1, 
www.laxdaela.net, 4, 4, 2, 
djangosample-c2997108.c9users.io, 4, 4, 1, 
jbrowse-ibinom.com, 231, 231, 4, 
localhost:8383, 15, 15, 1, 
54.244.83.231, 107, 107, 2, 
192.168.208.60:50070, 9, 9, 1, 
bioinfo.konkuk.ac.kr, 19, 19, 4, 
192.168.178.64, 3, 3, 1, 
core.bioinformatics.udel.edu, 10, 10, 2, 
analysis.tch.harvard.edu, 2, 2, 1, 
35.185.72.102, 1, 1, 1, 
localhost:32784, 3, 3, 1, 
bioinf.xmu.edu.cn, 21, 21, 3, 
192.168.178.34, 6, 6, 1, 
eurostar.umcs.lublin.pl, 1, 1, 1, 
localhost:8210, 1, 1, 1, 
dxarch04.ignyta.local, 7, 7, 2, 
genome.cbrc.jp, 28, 28, 1, 
104.196.102.75, 41, 41, 2, 
watson.plantphys.umu.se:17001, 2, 2, 2, 
watson.plantphys.umu.se:15003, 30, 30, 4, 
10.12.253.66, 4, 4, 2, 
192.168.178.27, 3, 3, 1, 
smallrna.mtu.edu, 4, 4, 3, 
mozart.corp.personalis.com:8081, 3, 3, 1, 
plantsmallrnagenes.science.psu.edu, 5, 5, 3, 
www.smallrna.mtu.edu, 9, 9, 1, 
myopia-db.org, 27, 27, 2, 
10.88.5.188, 3, 3, 1, 
141.244.130.71, 52, 52, 2, 
myopia.csdb.cn, 35, 35, 13, 
seq.boku.ac.at, 7, 7, 3, 
14.139.252.118, 1, 1, 1, 
midspin.net:81, 1, 1, 1, 
132.177.241.208, 3, 3, 1, 
10.8.10.75, 43, 43, 1, 
cloud.gmod.org, 2, 2, 1, 
testsnpseek.irri.org, 9, 9, 3, 
192.168.0.104, 4, 4, 1, 
192.168.0.103, 3, 3, 2, 
acdstagging.org, 1, 1, 1, 
10.2.2.153:8000, 2, 2, 1, 
jbrowse.smu.edu.cn, 39, 39, 2, 
tgwebdev.cam.uchc.edu, 4, 4, 1, 
216.47.151.240:8085, 19, 19, 2, 
192.168.142.110, 16, 16, 1, 
172.17.42.1:8090, 1, 1, 1, 
172.17.0.12:8080, 4, 4, 1, 
172.17.0.13:8080, 1, 1, 1, 
172.17.0.23, 14, 14, 2, 
cugr.dev, 12, 12, 1, 
nut.ngs.boku.ac.at, 60, 60, 3, 
tuba.seq, 1, 1, 1, 
10.0.1.160, 1, 1, 1, 
133.6.20.76, 4, 4, 2, 
