,1322951
ec2-54-173-41-140.compute-1.amazonaws.com,6
bioinformatics.psc.ac.cn,6
10.0.0.10,6
192.168.0.3,6
172.32.129.49:8080,6
192.168.1.11:8008,6
ellens-macbook,6
192.168.50.178,6
10.88.36.27:4006,6
192.168.44.250,6
phyzen-lab.com,6
www.shigen.nig.ac.jp,6
122.205.64.17:8080,6
bison:3014,6
bio-dev.local:8081,6
157.92.24.249:8081,6
192.168.56.147,6
ec2-52-87-214-145.compute-1.amazonaws.com,6
research.gene.com,6
arizonaopsqa.pdx.aws,6
ix.bi.up.ac.za:8085,6
141.106.224.241,6
123.56.207.36,6
52.38.69.224,6
ec2-54-144-192-200.compute-1.amazonaws.com,6
ray:8080,6
192.168.72.28,6
arupdevp.pdx.aws,6
jbrowse.staging.cortect.com,6
ec2-54-237-236-178.compute-1.amazonaws.com,6
tim-macbook-pro.local:8000,6
10.81.129.45,6
localhost:8006,6
localhost:8058,6
localhost:8059,6
wkoppb31.pfr.co.nz:8081,6
www.wehealthgene.com,6
ec2-52-87-241-55.compute-1.amazonaws.com,6
192.168.4.189,6
ec2-54-85-193-86.compute-1.amazonaws.com,6
est.kazusa.or.jp,6
192.168.50.14:1340,6
www.computationalbiology.ufpa.br,6
ec2-54-198-74-158.compute-1.amazonaws.com,6
yt,6
10.22.55.206,6
172.20.4.206,6
mmo,6
kat:3013,6
archer.mgi-nibm.my,6
bldr-tst-analysis-09,6
10.26.27.203,6
efam.nzcorp.net:3020,6
bldr-tst-analysis-05,6
ec2-23-22-39-58.compute-1.amazonaws.com,6
54.166.115.167,6
axtelldata.bio.psu.edu,6
sheldon:8000,6
bldr-tst-analysis-03,6
ec2-54-166-126-77.compute-1.amazonaws.com,6
190.146.235.57,6
52.221.233.249:8032,6
bioview.nl,6
localhost:8886,6
129.93.136.116,6
61.130.10.146:8009,6
172.24.123.154,6
test.hurwitzlab.org,6
10.1.10.168:8080,6
43.240.96.229,6
43.240.96.201,6
192.168.31.212,6
dna-marker.biocenter.helsinki.fi:8085,6
192.168.8.100,6
172.18.0.110,6
35.165.250.216,6
96.88.208.107,6
192.168.10.130,6
10.96.116.79:8081,6
ves-hx-61:8037,6
csc-ubuntu.biocenter.helsinki.fi,6
findfusions.com,6
88.99.100.76,6
novow-centr-h04mljs17uhf-pip.centralus.cloudapp.azure.com,6
game-1.genome.edu.au,6
133.48.62.144:8000,6
192.168.178.34,6
10.10.65.2:8080,5
152.16.225.49,5
ec2-23-22-49-21.compute-1.amazonaws.com,5
75.101.239.219,5
10.117.172.77,5
genome.ifom.eu,5
ngspipelines.toulouse.inra.fr:9004,5
microbe.swu.edu.cn,5
biofs05,5
mgtaxa-dev:8080,5
mgtaxa-dev.jcvi.org:8080,5
ec2-50-19-161-236.compute-1.amazonaws.com:8080,5
115.146.86.197:8080,5
novopc4,5
10.200.215.93,5
jindan.homedns.org,5
greggs-macbook-air-2.local:8080,5
pc303946:3000,5
arabidopsis.info,5
plmine,5
124.16.152.243,5
128.218.121.159,5
10.68.2.33:8080,5
124.17.107.11,5
ec2-54-243-10-193.compute-1.amazonaws.com:8080,5
virtualmachine.com:8080,5
ec2-54-234-194-37.compute-1.amazonaws.com:8080,5
ec2-54-243-1-125.compute-1.amazonaws.com:8080,5
ec2-54-226-178-215.compute-1.amazonaws.com,5
192.168.0.101:8080,5
ec2-54-226-99-174.compute-1.amazonaws.com,5
118.138.241.173:8080,5
118.138.243.72:8080,5
ec2-54-234-185-97.compute-1.amazonaws.com,5
ec2-50-16-150-221.compute-1.amazonaws.com,5
172.22.243.149,5
192.168.1.19,5
localhost:9999,5
coge.iplantc.org,5
isyip.genouest.org,5
lpgws505.nci.nih.gov:38080,5
192.168.131.120,5
ec2-54-234-160-181.compute-1.amazonaws.com,5
10.88.5.5:4003,5
t3sandbox.org,5
blask.biocenter.helsinki.fi,5
ec2-54-193-12-0.us-west-1.compute.amazonaws.com,5
54.254.213.102,5
10.36.1.116,5
bmicroti-curation.igs.umaryland.edu:8080,5
ngspipelines.toulouse.inra.fr:9016,5
rodrigo.internal.tomabio.com,5
10.75.106.71,5
acdstagging.org,5
192.168.254.8,5
ec2-54-208-219-62.compute-1.amazonaws.com,5
localhost:8004,5
210.46.85.200:8080,5
ec2-75-101-185-229.compute-1.amazonaws.com,5
54.86.149.127,5
gwas-browser,5
137.226.81.83,5
160.10.11.230,5
ec2-54-86-95-155.compute-1.amazonaws.com,5
localhost:51800,5
byanbioinfo.org,5
54.88.31.125,5
datarig.biocant.pt,5
192.168.0.110:8080,5
54.91.83.5,5
192.168.12.225,5
aztec:3000,5
localhost:8021,5
etna55.genoscope.cns.fr:9093,5
54.72.180.28:81,5
greenvm1:8080,5
192.168.50.154,5
54.87.199.7,5
ec2-54-91-130-192.compute-1.amazonaws.com,5
192.168.23.6,5
192.168.50.156,5
thomasdarde.fr,5
192.168.32.231,5
129.199.24.131,5
cloud-69.genouest.org,5
192.168.137.214,5
ngspipelines.toulouse.inra.fr:9020,5
acnfp.org:49166,5
169.237.85.19,5
localhost:8457,5
192.168.137.4,5
www.itn-evonet.com,5
pennycress.umn.edu.,5
micro1:8000,5
133.26.84.103,5
192.168.247.129,5
54.149.80.219,5
192.168.17.134,5
gigaton.sigenae.local,5
104.197.56.9:9595,5
10.163.242.36:8080,5
141.244.140.143,5
vm64-205.iplantcollaborative.org,5
vm64-138.iplantcollaborative.org,5
eco-bioinf4,5
localhost:8009,5
10.26.26.67,5
www.genestation.org,5
vm64-142.iplantcollaborative.org,5
ec2-54-188-193-113.us-west-2.compute.amazonaws.com:8080,5
localhost:897,5
localhost:898,5
192.168.0.121:9292,5
192.168.0.25:9090,5
192.168.109.152,5
montblanc.cnio.es,5
sston131015.sgn.suntory.co.jp:9080,5
bioinf.dev,5
profront100,5
ec2-54-176-19-135.us-west-1.compute.amazonaws.com,5
biobox,5
10.8.10.58,5
zsosvjh.solgenomics.net,5
10.71.224.80:7777,5
filbert,5
ec2-52-88-75-50.us-west-2.compute.amazonaws.com,5
54.208.198.178,5
132.246.231.130:82,5
172.20.20.231,5
141.244.40.214:10005,5
headnode-dev,5
gholson,5
idv.sinica.edu.tw,5
46.101.243.162,5
parker.up.ac.za:8081,5
10.96.114.58:8301,5
77.235.253.248:8084,5
10.10.32.135:8080,5
10.88.36.27:8443,5
10.0.53.135:8080,5
172.17.0.59,5
vm65-169.iplantcollaborative.org,5
192.168.8.246:5555,5
10.177.80.156,5
ebiokit.ibmbb.edu.lk:8084,5
moldxbioinfo.mynetgear.com,5
172.16.1.16:8080,5
10.10.10.129,5
uc1f-bioinfocloud-biotool-dev,5
bf2i126.insa-lyon.fr:1988,5
knowpulse.usask.ca:8080,5
192.168.56.187,5
jc_analysis,5
iris.i2bc.paris-saclay.fr,5
fs000:28081,5
54.209.15.194:8080,5
129.128.83.63,5
edge-dev-master.lanl.gov,5
mississippi.snv.jussieu.fr,5
localhost:8007,5
localhost:8060,5
localhost:8100,5
localhost:8101,5
aklppr31.pfr.co.nz:9080,5
ngspipelines2.toulouse.inra.fr:9008,5
localhost:7000,5
172.20.174.129,5
data.koalagenome.org:8686,5
115.146.90.94,5
ec2-54-164-91-200.compute-1.amazonaws.com,5
mcgopsqa.pdx.aws,5
115.146.90.29,5
raid2016.nibb.ac.jp:8001,5
tpla.psc.ac.cn,5
43.240.98.201,5
ec2-54-172-85-76.compute-1.amazonaws.com,5
ec2-75-101-222-114.compute-1.amazonaws.com,5
www.clovergarden.jp,5
ec2-54-226-195-91.compute-1.amazonaws.com,5
10.111.172.123,5
52.25.103.63:3000,5
192.168.128.134,5
155.198.108.193,5
52.40.235.241:8080,5
172.20.20.236,5
cuarchapp.ucdenver.pvt,5
192.168.99.100:8001,5
10.55.12.78,5
10.124.51.113:8088,5
ec2-54-236-152-124.compute-1.amazonaws.com,5
cprd.digitalhealthlabs.com,5
10.68.130.230,5
115.146.91.83:9650,5
115.146.91.83,5
vm64-36.iplantcollaborative.org,5
10.80.131.10:9080,5
35.161.85.45,5
bldr-tst-analysis-11,5
kona-tmp.nhgri.nih.gov,5
43.240.99.40,5
43.240.96.183,5
146.118.102.240,5
10.96.114.93:8301,5
146.118.102.27,5
desa.dreamgenics.com:9191,5
ec2-54-197-153-183.compute-1.amazonaws.com,5
54.159.229.184,5
54.85.174.180,5
138.68.141.210:13080,5
54.166.180.238,5
10.172.59.148,5
mrkworks.sakura.ne.jp,5
192.168.11.11:8008,5
192.168.1.220:3004,5
192.168.1.88,5
optiplex.cornut.org:9997,5
ag-pbg-tcapbkpag.ag.cornell.edu,5
aphrodite.zi.columbia.edu:3000,5
128.59.246.147:8080,5
jbrowse01.aws-usw1.dev.sgi.bio,5
10.54.162.127,5
10.128.30.163,4
pled01.stjude.org,4
dna,4
0:5000,4
ec2-107-22-123-73.compute-1.amazonaws.com,4
ec2-50-16-16-68.compute-1.amazonaws.com,4
ec2-50-19-151-2.compute-1.amazonaws.com,4
derringer.genetics.utah.edu,4
119.97.203.211,4
babvs21,4
147.99.108.61:9002,4
beraldi:8080,4
128.218.121.128,4
147.99.108.60:9001,4
172.16.63.165:8080,4
147.99.108.61:9001,4
medley.unh.edu,4
maniatislab,4
ec2-50-19-188-2.compute-1.amazonaws.com:8080,4
www.semargl.me:8888,4
ec2-54-229-58-71.eu-west-1.compute.amazonaws.com,4
mgtaxa-dev.jcvi.org:8081,4
dell-6-0-16:8090,4
ec2-23-20-64-206.compute-1.amazonaws.com,4
ec2-54-228-177-217.eu-west-1.compute.amazonaws.com,4
172.16.63.187:8080,4
163.7.18.190,4
ngspipelines.toulouse.inra.fr:9010,4
ceramide,4
bahlerweb.cs.ucl.ac.uk,4
jbrowse-dev,4
www.hitseq.com,4
128.3.61.80,4
sina,4
ngspipelines-sigenae.toulouse.inra.fr:9002,4
bioinform2.med.usc.edu,4
ldg-alpha.jax.org,4
192.168.100.158,4
ec2-50-17-89-67.compute-1.amazonaws.com:8080,4
acweb,4
ec2-54-227-174-201.compute-1.amazonaws.com:8080,4
ec2-54-227-156-254.compute-1.amazonaws.com:8080,4
ec2-54-226-176-157.compute-1.amazonaws.com:8080,4
192.168.90.7,4
10.0.1.7,4
vm1-est.biochem.mpg.de,4
msi.umn.edu,4
10.226.78.66,4
ec2-54-211-230-33.compute-1.amazonaws.com,4
172.22.1.106:3000,4
erik62.browserstack.com,4
mendel.cbf.csiro.au,4
ec2-54-226-60-66.compute-1.amazonaws.com,4
10.0.26.76,4
bsccv02,4
10.88.36.24:4003,4
128.196.142.6,4
144.173.147.160,4
localhost:5678,4
130.239.72.131:8080,4
ec2-184-72-201-83.compute-1.amazonaws.com,4
ec2-54-254-253-63.ap-southeast-1.compute.amazonaws.com,4
ec2-54-254-247-153.ap-southeast-1.compute.amazonaws.com:8080,4
66.23.117.215:8888,4
blast-dev-01.biotech.cdc.gov,4
194.167.77.31,4
www.sinobiocore.com,4
garfield.dobzhanskycenter.ru,4
aa.patricbrc.org,4
cancer.sanger.ac.uk.,4
ec2-54-85-132-119.compute-1.amazonaws.com,4
ec2-54-208-223-125.compute-1.amazonaws.com,4
ec2-54-208-154-202.compute-1.amazonaws.com,4
138.102.77.247:9107,4
10.88.37.47,4
192.168.1.133:8002,4
186.217.131.253,4
10.88.36.35,4
128.196.64.223,4
polebio.toulouse.inra.fr,4
127.0.0.1:8090,4
10.61.2.144,4
52.35.35.102,4
192.168.56.1,4
greenomebrowser.com,4
131.220.75.69,4
localhost:3333,4
jbrowse.wormbase.org:8002,4
www.unc.edu,4
192.168.178.30,4
192.168.20.246:8080,4
localhost:13080,4
172.16.112.149,4
ec2-54-196-236-73.compute-1.amazonaws.com,4
172.20.20.224,4
131.220.75.92,4
192.168.5.42,4
54.172.217.17,4
novopc2,4
ec2-54-173-11-239.compute-1.amazonaws.com,4
192.168.1.104:8000,4
novopc1,4
136.159.155.153,4
54.227.66.43,4
10.0.16.153,4
136.159.155.143:8080,4
10.120.136.121,4
ec2-54-80-137-102.compute-1.amazonaws.com,4
192.168.50.130,4
115.156.239.4,4
91.230.41.217,4
jbrowse.igh.cnrs.fr,4
www.tianya.cn,4
10.0.7.117,4
192.168.59.103:8080,4
195.252.12.211,4
192.168.137.24,4
ngspipelines.toulouse.inra.fr:9023,4
10.0.1.29,4
192.168.100.8:8080,4
enz-vm.local,4
nc.ansci.iastate.edu,4
10.10.220.11,4
192.168.137.8,4
lsx012.gsc.riken.jp:8080,4
comb,4
192.168.169.129,4
10.12.16.74,4
cbi.hzau.edu.cn:8087,4
23.236.60.44:9595,4
192.168.140.132,4
hutton2.sgn.cornell.edu,4
vm64-19.iplantcollaborative.org,4
192.168.113.47,4
192.168.50.101,4
129.93.135.128,4
150.164.24.106:88,4
192.168.5.226,4
bio-vm1-intermine.igc.gulbenkian.pt,4
172.26.21.47:8084,4
gpsdev2.pieriandx.com,4
vm64-195.iplantcollaborative.org,4
vm65-235.iplantcollaborative.org,4
vm64-13.iplantcollaborative.org,4
vm64-149.iplantcollaborative.org,4
akh-platomics.com:10005,4
192.168.1.43,4
192.168.50.13,4
192.168.120.106,4
www.homd.org:8080,4
seabassgb-dev.sanbi.ac.za:8080,4
crops.dow.com,4
134.121.84.218,4
ec2-54-166-58-213.compute-1.amazonaws.com,4
cloud-20.genouest.org,4
107.167.187.113,4
192.168.1.25,4
10.120.136.123,4
172.20.20.230,4
sce-bio-c01977.bio.ed.ac.uk,4
54.232.217.84,4
137.187.60.153,4
10.194.251.103,4
202.112.170.217,4
myers.bioinformatics.nl:8080,4
192.168.1.248,4
192.168.1.175,4
tbgb.sanbi.ac.za,4
192.168.110.99,4
mcintosh.ncgr.org:8888,4
50.193.138.49,4
10.43.32.59:8080,4
ec2-52-91-234-191.compute-1.amazonaws.com,4
192.168.212.129,4
52.32.61.147,4
172.16.1.22:8090,4
cassava.ciat.cgiar.org:81,4
iomics-research.interpretomics.co:8072,4
10.96.114.23:8301,4
vm65-172.iplantcollaborative.org,4
192.168.192.233:8080,4
172.32.129.52:8080,4
localhost:8303,4
localhost:12349,4
192.168.178.78:3000,4
192.168.130.205,4
foo.dog.org:8080,4
shigen5.nig.ac.jp,4
192.168.99.100:32776,4
headnode-qa,4
vm64-32.iplantcollaborative.org,4
localhost:9011,4
localhost:82,4
ec2-52-90-31-183.compute-1.amazonaws.com,4
dev.palm-genome-http.cirad.fr,4
mars.capitolium.net:8080,4
ec2-54-152-5-199.compute-1.amazonaws.com,4
140.113.29.227:32770,4
ec2-52-87-216-194.compute-1.amazonaws.com,4
192.168.99.100:8081,4
10.10.10.133,4
svane:3001,4
ec2-54-67-55-9.us-west-1.compute.amazonaws.com:8080,4
ec2-52-53-240-10.us-west-1.compute.amazonaws.com:8080,4
212.87.29.115:8080,4
172.24.113.150,4
vm64-225.iplantcollaborative.org,4
0.0.0.0:32772,4
172.16.2.123:8080,4
ec2-54-86-162-244.compute-1.amazonaws.com,4
ec2-54-147-220-30.compute-1.amazonaws.com,4
192.168.0.5:8085,4
52.91.141.73,4
192.168.1.123,4
172.16.53.252,4
v01plx02.technet.akhwien.at,4
54.208.106.49,4
192.168.99.101:32775,4
192.168.99.101:32770,4
192.168.99.100:32786,4
192.168.99.100:32792,4
10.253.61.133,4
kzdl1059.corp.zoetis.com:9080,4
ec2-54-89-70-94.compute-1.amazonaws.com,4
ec2-52-91-73-20.compute-1.amazonaws.com,4
192.168.50.95,4
vm65-179.iplantcollaborative.org,4
192.168.99.100:32771,4
142.150.214.61:8080,4
104.131.132.101,4
115.146.90.123,4
hpc1,4
ec2-54-164-97-215.compute-1.amazonaws.com,4
www.zflnc.org,4
ec2-52-37-75-229.us-west-2.compute.amazonaws.com,4
www.patric.local,4
172.28.1.172:1338,4
192.168.118.74,4
hypnos.freeboxos.fr,4
192.168.0.106,4
54.242.161.130,4
192.168.118.15:9976,4
52.39.183.154,4
power5,4
10.74.218.9,4
bldr-prd-analysis-ir,4
galaxy.ust.hk,4
132.236.156.134,4
bbcf-serv03.epfl.ch,4
localhost:32768,4
ec2-54-173-26-223.compute-1.amazonaws.com,4
wadsworth.org,4
www.burkholderia.ca,4
db.yeastgenome.org,4
img-galaxy-test.jgi.doe.gov,4
10.188.181.17,4
jbrowse.ibmp.unistra.fr,4
192.168.128.134:8080,4
192.168.150.200,4
10.103.30.122:8080,4
10.1.1.51,4
ec2-52-64-182-170.ap-southeast-2.compute.amazonaws.com,4
dev02.platomics.com,4
ec2-35-160-186-200.us-west-2.compute.amazonaws.com,4
158.108.145.57,4
193.166.24.136:10053,4
ec2-54-93-65-224.eu-central-1.compute.amazonaws.com,4
192.168.0.9,4
158.109.126.93:9002,4
nosil1.sheffield.ac.uk,4
43.240.99.47,4
130.56.254.145,4
146.118.102.241,4
146.118.102.26,4
146.118.102.28,4
146.118.102.3,4
140.109.29.73:5438,4
www.int-cowpea.org:82,4
bosvleermuis:8080,4
210.72.92.112,4
192.168.56.214,4
jasontdean.com,4
iis.genomenext.net,4
lis-stage.usda.iastate.edu,4
aphrodite:3000,4
10.4.1.101,4
134.121.88.135,4
133.28.110.100:8299,4
www.laxdaela.net,4
djangosample-c2997108.c9users.io,4
ec2-54-243-13-79.compute-1.amazonaws.com,3
kj,3
ec2-50-19-10-71.compute-1.amazonaws.com,3
ec2-50-19-47-49.compute-1.amazonaws.com,3
epi-pc628,3
ec2-23-20-128-62.compute-1.amazonaws.com,3
ec2-23-20-88-222.compute-1.amazonaws.com,3
www.aviangenomes.net,3
qua.cluster.ifom.eu,3
ngspipelines:9000,3
140.105.153.121,3
10.129.30.2:8000,3
192.168.1.120:8080,3
ec2-54-235-224-132.compute-1.amazonaws.com,3
147.99.108.60:9002,3
133.55.163.210,3
147.99.108.60:9051,3
147.99.108.61:9050,3
10.10.20.62,3
qual1.sophiagenetics.com:10010,3
sysbiodev.abcc.ncifcrf.gov,3
afra.sbcs.qmul.ac.uk:9292,3
greggs-macbook-air-2.local,3
webapollo.igfl.ens-lyon.fr,3
172.16.73.1,3
192.168.72.135,3
192.168.0.10,3
10.75.106.23,3
165.91.50.201,3
eco-genome2,3
ngspipelines-dev:9001,3
ec2-50-16-7-176.compute-1.amazonaws.com,3
54.229.53.235,3
ec2-50-19-166-112.compute-1.amazonaws.com,3
kraft,3
pokeball.jhhlab.tw,3
eric,3
trigger1,3
eric:8000,3
ec2-54-227-174-255.compute-1.amazonaws.com:8080,3
ec2-54-234-10-0.compute-1.amazonaws.com:8080,3
ec2-54-226-6-76.compute-1.amazonaws.com:8080,3
ec2-54-234-106-21.compute-1.amazonaws.com:8080,3
ec2-204-236-213-154.compute-1.amazonaws.com,3
me-ccge-web1.medschl.cam.ac.uk,3
medicago-test.jcvi.org,3
192.168.1.117:3000,3
www.test.com,3
192.168.100.60,3
chico:8380,3
ebitool01.takeda.co.jp:8083,3
192.168.60.125,3
ec2-54-211-138-78.compute-1.amazonaws.com,3
www.wrky.org,3
bf2i126.insa-lyon.fr,3
dev.biomama.com,3
198.128.42.11,3
jbrowse:83,3
192.168.4.143:8088,3
172.16.76.6,3
primer.enzymatics.com,3
ngspipelines.toulouse.inra.fr:9014,3
seqad11,3
10.20.230.219:8080,3
10.41.128.78,3
128.175.254.196,3
ec2-54-224-25-45.compute-1.amazonaws.com,3
10.8.10.4,3
kona,3
jbrowse.org:8080,3
v22.popgenie.org:8080,3
bgcmaster:7080,3
gsc.cloud.jcvi.org,3
ec2-54-221-252-102.compute-1.amazonaws.com,3
127.0.0.1:8050,3
ec2-54-196-42-236.compute-1.amazonaws.com,3
www.lushen20103597.com,3
130.239.4.42:8108,3
www.primate.or.kr,3
localhost:7778,3
cluster,3
192.168.0.139,3
54.84.247.167,3
192.168.100.63,3
login-r6-3.ebi.ac.uk:8080,3
korflab.ucdavis.edu,3
192.168.1.96,3
192.168.183.140,3
10.88.37.47:4003,3
ec2-54-227-102-99.compute-1.amazonaws.com,3
54.208.215.196,3
ec2-54-205-0-58.compute-1.amazonaws.com,3
ec2-54-196-57-24.compute-1.amazonaws.com,3
isdms-dev-05.biotech.cdc.gov,3
124.16.129.43,3
160.129.143.178,3
bird.isisph.com,3
59.77.132.29,3
m.patricbrc.org,3
192.168.183.149,3
136.159.155.143,3
10.88.33.44:4009,3
jumpy:8022,3
131.220.75.64,3
10.85.12.82:8080,3
localhost:2080,3
175.41.132.201:8080,3
127.0.0.5:9094,3
54.166.242.238,3
10.235.225.246,3
vm,3
jb.cloudxdna.com,3
172.20.20.223,3
192.168.50.146,3
192.168.0.12,3
54.161.240.16,3
helios.keygene.local,3
192.168.50.115,3
jbuga,3
labtop.psb.ugent.be:8080,3
172.20.10.6,3
edge-gbti:8080,3
teosinte.uoregon.edu,3
crops,3
59.79.248.143,3
136.159.155.153:8080,3
172.19.80.68,3
mobile.patricbrc.org,3
10.42.0.1:8060,3
www.antgenomes.org,3
192.168.2.23,3
192.168.0.169:8080,3
47.20.63.142,3
10.120.136.108,3
158.182.221.246,3
chenlianfu.com,3
www.google.es,3
ciliate.org,3
128.192.99.20,3
128.206.129.3:8080,3
192.168.137.80,3
ngspipelines.toulouse.inra.fr:9022,3
192.168.137.46,3
worf,3
cloud-22.genouest.org,3
64.25.240.37,3
192.168.137.70,3
127.0.0.1:8800,3
ec2-54-204-61-252.compute-1.amazonaws.com,3
gibraltar.biomax.de,3
52.0.65.83,3
acnfp.org:49164,3
acnfp.org:49185,3
columbia.jcvi.org:8080,3
stripedbass.animalgenome.org:8080,3
ec2-52-74-32-182.ap-southeast-1.compute.amazonaws.com,3
54.68.226.13,3
192.168.21.154:8080,3
localhost:1566,3
192.168.100.17,3
localhost:49154,3
104.154.54.223,3
lis-dev,3
54.200.7.98,3
192.168.88.128,3
docker:8082,3
vm64-20.iplantcollaborative.org,3
vm64-196.iplantcollaborative.org,3
vm64-188.iplantcollaborative.org,3
vm65-208.iplantcollaborative.org,3
cidar1.bu.edu:5801,3
vm65-173.iplantcollaborative.org,3
10.0.1.169:8084,3
lncrnacancer.bioinfo-minzhao.org,3
59.191.198.179,3
jbrowse.dev:8888,3
54.197.130.71,3
www.analysis.archerdx.com,3
vm64-151.iplantcollaborative.org,3
vm65-225.iplantcollaborative.org,3
vm65-188.iplantcollaborative.org,3
vm64-126.iplantcollaborative.org,3
vm64-164.iplantcollaborative.org,3
vm65-228.iplantcollaborative.org,3
vm65-229.iplantcollaborative.org,3
192.168.50.214,3
vm64-135.iplantcollaborative.org,3
ec2-52-12-194-89.us-west-2.compute.amazonaws.com,3
192.168.118.125:7000,3
lipan.sedns.cn,3
ubuntu:8080,3
10.1.8.154:8089,3
192.168.1.28,3
127.0.0.1:59488,3
gwmc.ou.edu,3
mobsci.com,3
thegopher.calit2.uci.edu,3
www.menghrbeu.com,3
172.16.234.75,3
124.16.129.45,3
146.148.58.181,3
ec2-54-158-170-10.compute-1.amazonaws.com,3
202.195.250.104,3
ai-bcbbwww-dev3.niaid.nih.gov:8080,3
192.168.0.171,3
montastraea.psu.edu:8080,3
10.10.100.135,3
134.226.212.25,3
133.48.58.87:8080,3
128.196.64.184,3
gbrowse.wormbase.org,3
10.120.136.134,3
192.168.0.86,3
52.88.197.65:8080,3
mac-furlong46.pool.embl.de:8080,3
172.20.174.241,3
vm65-233.iplantcollaborative.org,3
testihpe:8000,3
www.oryzasnp.org,3
52.7.54.249,3
ec2-52-91-201-209.compute-1.amazonaws.com,3
54.148.213.192:8080,3
54.149.38.79:8080,3
58.191.188.239:10082,3
www.research.nhgri.nih.gov,3
ngspipelines-sigenae.toulouse.inra.fr:9064,3
sharezomics.com,3
preview.archerdx.com,3
52.32.78.51,3
202.120.224.83:8080,3
145.107.128.84:8080,3
cranberry.vcru.wisc.edu,3
tiger.hpc.okstate.edu,3
10.96.114.151:8301,3
spurv.nzcorp.net:3000,3
10.0.0.20:8080,3
ec2-54-173-253-177.compute-1.amazonaws.com,3
marinegenomics.oist.jp.,3
54.85.2.5:8080,3
52.5.159.197,3
192.168.1.40:8000,3
vbioinfoval.ifremer.fr,3
www.asgdb.org:8008,3
stage.orygenesdb.cirad.fr,3
172.16.15.116,3
dmap.cbrc.kaust.edu.sa,3
147.49.40.158,3
192.168.4.27,3
i7node01.iob:8080,3
192.168.100.128,3
52.90.144.240,3
b18.gene.affrc.go.jp,3
sjcbiodev.driscolls.com,3
bldr-tst-analysis-nightly-01,3
10.19.8.148,3
192.168.99.100:32775,3
scps-web1.scu.edu.au,3
www.tongjidmb.com.prx.webanonymizer.org,3
130.92.155.151:8080,3
10.43.32.112.:8301,3
10.73.1.254:8081,3
54.228.180.140:8083,3
10.161.69.101,3
vm65-181.iplantcollaborative.org,3
vm65-171.iplantcollaborative.org,3
vm65-168.iplantcollaborative.org,3
vm65-184.iplantcollaborative.org,3
collembola.labs.vu.nl,3
157.92.24.222,3
10.8.10.16,3
172.16.15.128,3
192.168.253.128,3
192.168.171.33:5588,3
users.scicore.unibas.ch,3
ec2-54-175-123-106.compute-1.amazonaws.com,3
0:3000,3
ec2-54-172-201-228.compute-1.amazonaws.com,3
10.90.137.24,3
jbrowse-lb.yeastgenome.org,3
61.50.130.61,3
ec2-54-67-46-191.us-west-1.compute.amazonaws.com:8080,3
ec2-54-193-118-80.us-west-1.compute.amazonaws.com:8080,3
sonicopsqa.pdx.aws,3
schnauferlab.bio.ed.ac.uk,3
vm65-178.iplantcollaborative.org,3
assembly.ab.wurnet.nl:8080,3
ec2-54-183-156-139.us-west-1.compute.amazonaws.com:8080,3
aeonopsqa.pdx.aws,3
10.20.101.253,3
192.168.50.140,3
mib.amu.edu.pl.,3
172.28.1.201:1338,3
140.226.49.224,3
5.153.58.254,3
assembly.ab.wurnet.nl:3000,3
10.88.36.67:8443,3
52.48.198.130:8034,3
iyiwycodci.localtunnel.me,3
28.11.141.75,3
13.81.9.110:8383,3
magwenelab.colab.duke.edu,3
128.196.64.82,3
130.92.252.48:8085,3
ec2-54-87-125-179.compute-1.amazonaws.com,3
bioinfo.sibs.ac.cn,3
ec2-54-243-5-104.compute-1.amazonaws.com,3
lfemjds.solgenomics.net,3
172.28.1.170:1339,3
192.168.1.135,3
10.4.4.11,3
192.168.99.100:32788,3
biodb.swu.edu.cn,3
hal012.ad62.riken.go.jp:10520,3
ec2-52-207-241-75.compute-1.amazonaws.com,3
137.189.43.148,3
ec2-107-23-181-226.compute-1.amazonaws.com,3
ec2-54-164-32-54.compute-1.amazonaws.com,3
soybase.top,3
vm65-194.iplantcollaborative.org,3
130.113.155.253,3
bldr-tst-analysis-02,3
giarchive,3
localhost:8056,3
localhost:8063,3
localhost:8064,3
localhost:8067,3
localhost:8106,3
ec2-52-90-40-124.compute-1.amazonaws.com,3
115.146.95.144,3
www.gcorre.net,3
zealous-ubuntu:8000,3
115.146.90.213,3
ellens-macbook:8000,3
137.158.155.168:8080,3
zflnc.biochen.com,3
113.109.24.203:81,3
skeeze.net,3
archer.paradigmdx.com,3
54.172.183.196,3
192.168.32.129,3
begonia.hort.vt.edu:8080,3
192.168.136.135:81,3
10.102.2.102:8989,3
ec2-54-196-149-154.compute-1.amazonaws.com,3
shoofly.local,3
simrbasedev,3
128.192.99.108:8085,3
abt6-deimos.eb.local:8080,3
ec2-54-160-165-85.compute-1.amazonaws.com,3
ec2-54-226-183-27.compute-1.amazonaws.com,3
ngspipelines2.toulouse.inra.fr:9012,3
10.10.15.128,3
hkwiki.cbi.ac.cn,3
ec2-54-152-26-224.compute-1.amazonaws.com,3
127.0.0.1:5947,3
129.194.96.168:8080,3
ec2-54-166-131-179.compute-1.amazonaws.com,3
ec2-54-211-121-143.compute-1.amazonaws.com,3
ec2-52-201-225-82.compute-1.amazonaws.com,3
localhost:55080,3
192.168.1.96:8080,3
mardianws,3
rgd.mcw.edu.s2.gvirabi.com,3
phyzen.com,3
